i,Date,Value
3794,2005-01-18,10456.61
3795,2005-01-19,10519.2
3796,2005-01-20,10414.72
3797,2005-01-21,10370.97
3798,2005-01-24,10317.1
3799,2005-01-25,10369.42
3800,2005-01-26,10433.56
3801,2005-01-27,10379.47
3802,2005-01-28,10331.58
3803,2005-01-31,10414.49
3804,2005-02-01,10464.38
3805,2005-02-02,10501.02
3806,2005-02-03,10511.96
3807,2005-02-04,10553.93
3808,2005-02-07,10650.59
3809,2005-02-08,10647.85
3810,2005-02-09,10621.84
3811,2005-02-10,10633.67
3812,2005-02-11,10680.15
3813,2005-02-14,10722.63
3814,2005-02-15,10745.1
3815,2005-02-16,10746.21
3816,2005-02-17,10729.95
3817,2005-02-18,10682.29
3818,2005-02-22,10596.79
3819,2005-02-23,10583.64
3820,2005-02-24,10612.24
3821,2005-02-25,10698.32
3822,2005-02-28,10709.41
3823,2005-03-01,10769.04
3824,2005-03-02,10736.16
3825,2005-03-03,10744.14
3826,2005-03-04,10834.51
3827,2005-03-07,10886.09
3828,2005-03-08,10863.4
3829,2005-03-09,10768.66
3830,2005-03-10,10757.36
3831,2005-03-11,10728.62
3832,2005-03-14,10709.26
3833,2005-03-15,10716.87
3834,2005-03-16,10569.3
3835,2005-03-17,10561.1
3836,2005-03-18,10520.6
3837,2005-03-21,10503.46
3838,2005-03-22,10446.78
3839,2005-03-23,10384.34
3840,2005-03-24,10415.16
3841,2005-03-28,10412.79
3842,2005-03-29,10351.76
3843,2005-03-30,10395.21
3844,2005-03-31,10448.19
3845,2005-04-01,10349.02
3846,2005-04-04,10307.64
3847,2005-04-05,10372.59
3848,2005-04-06,10434.22
3849,2005-04-07,10434.3
3850,2005-04-08,10445.31
3851,2005-04-11,10393.36
3852,2005-04-12,10331.21
3853,2005-04-13,10355.16
3854,2005-04-14,10248.23
3855,2005-04-15,10059.36
3856,2005-04-18,9961.52
3857,2005-04-19,10021.08
3858,2005-04-20,9978.74
3859,2005-04-21,10010.51
3860,2005-04-22,10055.29
3861,2005-04-25,10148.25
3862,2005-04-26,10108.79
3863,2005-04-27,10048.27
3864,2005-04-28,10036.74
3865,2005-04-29,10021.23
3866,2005-05-02,10149.06
3867,2005-05-03,10169.39
3868,2005-05-04,10239.95
3869,2005-05-05,10276.75
3870,2005-05-06,10300.7
3871,2005-05-09,10288.95
3872,2005-05-10,10230.35
3873,2005-05-11,10172.86
3874,2005-05-12,10155.86
3875,2005-05-13,10062.76
3876,2005-05-16,10118.32
3877,2005-05-17,10175.81
3878,2005-05-18,10323.19
3879,2005-05-19,10394.39
3880,2005-05-20,10400.6
3881,2005-05-23,10438.36
3882,2005-05-24,10433.78
3883,2005-05-25,10396.46
3884,2005-05-26,10450.55
3885,2005-05-27,10489.35
3886,2005-05-31,10437.77
3887,2005-06-01,10433.48
3888,2005-06-02,10478.26
3889,2005-06-03,10427.35
3890,2005-06-06,10410.28
3891,2005-06-07,10454.18
3892,2005-06-08,10439.77
3893,2005-06-09,10410.8
3894,2005-06-10,10410.5
3895,2005-06-13,10437.32
3896,2005-06-14,10473.92
3897,2005-06-15,10471.69
3898,2005-06-16,10501.92
3899,2005-06-17,10561.0
3900,2005-06-20,10539.21
3901,2005-06-21,10545.89
3902,2005-06-22,10543.28
3903,2005-06-23,10401.49
3904,2005-06-24,10266.3
3905,2005-06-27,10229.4
3906,2005-06-28,10285.86
3907,2005-06-29,10332.52
3908,2005-06-30,10253.49
3909,2005-07-01,10239.91
3910,2005-07-05,10282.64
3911,2005-07-06,10242.21
3912,2005-07-07,10142.24
3913,2005-07-08,10279.65
3914,2005-07-11,10425.97
3915,2005-07-12,10444.46
3916,2005-07-13,10481.36
3917,2005-07-14,10559.86
3918,2005-07-15,10559.46
3919,2005-07-18,10533.59
3920,2005-07-19,10573.0
3921,2005-07-20,10535.1
3922,2005-07-21,10567.98
3923,2005-07-22,10552.54
3924,2005-07-25,10565.12
3925,2005-07-26,10535.58
3926,2005-07-27,10530.5
3927,2005-07-28,10603.49
3928,2005-07-29,10608.27
3929,2005-08-01,10578.97
3930,2005-08-02,10600.62
3931,2005-08-03,10600.02
3932,2005-08-04,10568.7
3933,2005-08-05,10512.49
3934,2005-08-08,10497.45
3935,2005-08-09,10537.01
3936,2005-08-10,10553.81
3937,2005-08-11,10549.43
3938,2005-08-12,10549.19
3939,2005-08-15,10532.48
3940,2005-08-16,10489.24
3941,2005-08-17,10472.45
3942,2005-08-18,10517.67
3943,2005-08-19,10503.9
3944,2005-08-22,10509.07
3945,2005-08-23,10475.63
3946,2005-08-24,10407.56
3947,2005-08-25,10391.71
3948,2005-08-26,10355.02
3949,2005-08-29,10321.42
3950,2005-08-30,10329.15
3951,2005-08-31,10357.65
3952,2005-09-01,10382.09
3953,2005-09-02,10400.88
3954,2005-09-06,10447.69
3955,2005-09-07,10534.23
3956,2005-09-08,10530.01
3957,2005-09-09,10573.47
3958,2005-09-12,10618.13
3959,2005-09-13,10561.61
3960,2005-09-14,10488.05
3961,2005-09-15,10488.05
3962,2005-09-16,10539.64
3963,2005-09-19,10497.29
3964,2005-09-20,10453.98
3965,2005-09-21,10335.28
3966,2005-09-22,10303.51
3967,2005-09-23,10328.59
3968,2005-09-26,10381.53
3969,2005-09-27,10376.83
3970,2005-09-28,10390.05
3971,2005-09-29,10389.01
3972,2005-09-30,10526.34
3973,2005-10-03,10486.17
3974,2005-10-04,10409.89
3975,2005-10-05,10299.27
3976,2005-10-06,10200.81
3977,2005-10-07,10221.47
3978,2005-10-10,10184.09
3979,2005-10-11,10195.13
3980,2005-10-12,10186.17
3981,2005-10-13,10098.18
3982,2005-10-14,10165.12
3983,2005-10-17,10213.06
3984,2005-10-18,10233.47
3985,2005-10-19,10173.52
3986,2005-10-20,10230.27
3987,2005-10-21,10161.6
3988,2005-10-24,10219.15
3989,2005-10-25,10282.78
3990,2005-10-26,10283.1
3991,2005-10-27,10229.95
3992,2005-10-28,10213.14
3993,2005-10-31,10372.67
3994,2005-11-01,10352.42
3995,2005-11-02,10347.7
3996,2005-11-03,10421.98
3997,2005-11-04,10441.59
3998,2005-11-07,10488.74
3999,2005-11-08,10478.49
4000,2005-11-09,10466.24
4001,2005-11-10,10519.71
4002,2005-11-11,10595.89
4003,2005-11-14,10618.89
4004,2005-11-15,10610.08
4005,2005-11-16,10653.14
4006,2005-11-17,10619.61
4007,2005-11-18,10663.79
4008,2005-11-21,10708.86
4009,2005-11-22,10729.99
4010,2005-11-23,10855.42
4011,2005-11-25,10883.55
4012,2005-11-28,10839.37
4013,2005-11-29,10850.29
4014,2005-11-30,10789.38
4015,2005-12-01,10806.03
4016,2005-12-02,10818.36
4017,2005-12-05,10766.57
4018,2005-12-06,10809.15
4019,2005-12-07,10737.27
4020,2005-12-08,10705.17
4021,2005-12-09,10694.05
4022,2005-12-12,10707.18
4023,2005-12-13,10694.29
4024,2005-12-14,10786.34
4025,2005-12-15,10803.55
4026,2005-12-16,10830.84
4027,2005-12-19,10781.7
4028,2005-12-20,10754.56
4029,2005-12-21,10776.01
4030,2005-12-22,10785.93
4031,2005-12-23,10869.98
4032,2005-12-27,10754.16
4033,2005-12-28,10750.4
4034,2005-12-29,10747.76
4035,2005-12-30,10675.64
4036,2006-01-03,10650.18
4037,2006-01-04,10772.89
4038,2006-01-05,10797.55
4039,2006-01-06,10846.21
4040,2006-01-09,10906.33
4041,2006-01-10,10902.96
4042,2006-01-11,10939.86
4043,2006-01-12,10918.09
4044,2006-01-13,10888.88
4045,2006-01-17,10841.17
4046,2006-01-18,10778.33
4047,2006-01-19,10796.66
4048,2006-01-20,10637.21
4049,2006-01-23,10607.36
4050,2006-01-24,10624.49
4051,2006-01-25,10615.2
4052,2006-01-26,10709.73
4053,2006-01-27,10766.01
4054,2006-01-30,10887.67
4055,2006-01-31,10807.55
4056,2006-02-01,10815.39
4057,2006-02-02,10800.35
4058,2006-02-03,10725.35
4059,2006-02-06,10725.91
4060,2006-02-07,10691.97
4061,2006-02-08,10712.3
4062,2006-02-09,10800.91
4063,2006-02-10,10787.62
4064,2006-02-13,10824.6
4065,2006-02-14,10873.62
4066,2006-02-15,10940.18
4067,2006-02-16,10997.66
4068,2006-02-17,11035.44
4069,2006-02-21,11011.18
4070,2006-02-22,11064.25
4071,2006-02-23,11017.27
4072,2006-02-24,11010.46
4073,2006-02-27,11038.72
4074,2006-02-28,10947.07
4075,2006-03-01,10960.6
4076,2006-03-02,10951.71
4077,2006-03-03,10942.99
4078,2006-03-06,10899.76
4079,2006-03-07,10885.35
4080,2006-03-08,10885.99
4081,2006-03-09,10923.86
4082,2006-03-10,10948.43
4083,2006-03-13,11019.75
4084,2006-03-14,11030.23
4085,2006-03-15,11097.23
4086,2006-03-16,11176.07
4087,2006-03-17,11253.23
4088,2006-03-20,11208.33
4089,2006-03-21,11188.56
4090,2006-03-22,11200.22
4091,2006-03-23,11207.85
4092,2006-03-24,11197.21
4093,2006-03-27,11194.07
4094,2006-03-28,11132.05
4095,2006-03-29,11117.48
4096,2006-03-30,11118.12
4097,2006-03-31,11069.78
4098,2006-04-03,11101.07
4099,2006-04-04,11094.03
4100,2006-04-05,11141.82
4101,2006-04-06,11137.57
4102,2006-04-07,11108.75
4103,2006-04-10,11083.06
4104,2006-04-11,11017.99
4105,2006-04-12,11052.17
4106,2006-04-13,11053.29
4107,2006-04-17,11017.43
4108,2006-04-18,11064.01
4109,2006-04-19,11181.84
4110,2006-04-20,11221.3
4111,2006-04-21,11272.61
4112,2006-04-24,11246.35
4113,2006-04-25,11213.05
4114,2006-04-26,11256.12
4115,2006-04-27,11220.74
4116,2006-04-28,11278.13
4117,2006-05-01,11304.3
4118,2006-05-02,11343.28
4119,2006-05-03,11308.55
4120,2006-05-04,11366.82
4121,2006-05-05,11440.62
4122,2006-05-08,11504.09
4123,2006-05-09,11535.71
4124,2006-05-10,11545.64
4125,2006-05-11,11449.74
4126,2006-05-12,11336.96
4127,2006-05-15,11273.65
4128,2006-05-16,11334.64
4129,2006-05-17,11139.17
4130,2006-05-18,11096.35
4131,2006-05-19,11009.98
4132,2006-05-22,11040.16
4133,2006-05-23,11068.49
4134,2006-05-24,10980.29
4135,2006-05-25,11089.55
4136,2006-05-26,11177.43
4137,2006-05-30,11071.7
4138,2006-05-31,11050.4
4139,2006-06-01,11115.4
4140,2006-06-02,11158.06
4141,2006-06-05,11025.75
4142,2006-06-06,10890.24
4143,2006-06-07,10897.76
4144,2006-06-08,10726.15
4145,2006-06-09,10842.89
4146,2006-06-12,10767.61
4147,2006-06-13,10653.23
4148,2006-06-14,10699.25
4149,2006-06-15,10788.34
4150,2006-06-16,10984.29
4151,2006-06-19,10886.63
4152,2006-06-20,10895.28
4153,2006-06-21,10952.43
4154,2006-06-22,10954.83
4155,2006-06-23,10932.82
4156,2006-06-26,10937.06
4157,2006-06-27,10920.73
4158,2006-06-28,10869.02
4159,2006-06-29,10974.36
4160,2006-06-30,11100.11
4161,2006-07-03,11146.06
4162,2006-07-05,11083.94
4163,2006-07-06,11117.16
4164,2006-07-07,11040.32
4165,2006-07-10,11090.1
4166,2006-07-11,10987.33
4167,2006-07-12,10973.37
4168,2006-07-13,10790.82
4169,2006-07-14,10664.43
4170,2006-07-17,10668.35
4171,2006-07-18,10658.35
4172,2006-07-19,10796.74
4173,2006-07-20,10884.47
4174,2006-07-21,10778.58
4175,2006-07-24,10868.7
4176,2006-07-25,11000.05
4177,2006-07-26,10987.41
4178,2006-07-27,11040.8
4179,2006-07-28,11102.11
4180,2006-07-31,11115.24
4181,2006-08-01,11035.92
4182,2006-08-02,11124.52
4183,2006-08-03,11101.55
4184,2006-08-04,11165.11
4185,2006-08-07,11143.02
4186,2006-08-08,11117.8
4187,2006-08-09,11044.64
4188,2006-08-10,10998.06
4189,2006-08-11,11042.88
4190,2006-08-14,11049.68
4191,2006-08-15,11098.03
4192,2006-08-16,11207.85
4193,2006-08-17,11298.54
4194,2006-08-18,11273.49
4195,2006-08-21,11322.31
4196,2006-08-22,11279.25
4197,2006-08-23,11238.67
4198,2006-08-24,11232.83
4199,2006-08-25,11218.66
4200,2006-08-28,11240.91
4201,2006-08-29,11255.88
4202,2006-08-30,11309.99
4203,2006-08-31,11326.8
4204,2006-09-01,11381.14
4205,2006-09-05,11385.95
4206,2006-09-06,11395.15
4207,2006-09-07,11273.89
4208,2006-09-08,11295.18
4209,2006-09-11,11295.9
4210,2006-09-12,11396.83
4211,2006-09-13,11423.73
4212,2006-09-14,11495.77
4213,2006-09-15,11504.57
4214,2006-09-18,11528.43
4215,2006-09-19,11450.3
4216,2006-09-20,11514.5
4217,2006-09-21,11471.76
4218,2006-09-22,11423.57
4219,2006-09-25,11486.0
4220,2006-09-26,11517.54
4221,2006-09-27,11595.75
4222,2006-09-28,11625.92
4223,2006-09-29,11642.17
4224,2006-10-02,11608.79
4225,2006-10-03,11608.23
4226,2006-10-04,11654.02
4227,2006-10-05,11821.55
4228,2006-10-06,11743.35
4229,2006-10-09,11759.36
4230,2006-10-10,11778.09
4231,2006-10-11,11762.72
4232,2006-10-12,11852.12
4233,2006-10-13,11862.29
4234,2006-10-16,11945.7
4235,2006-10-17,11849.16
4236,2006-10-18,11900.79
4237,2006-10-19,11911.44
4238,2006-10-20,11881.34
4239,2006-10-23,11940.41
4240,2006-10-24,12028.14
4241,2006-10-25,12017.66
4242,2006-10-26,12037.99
4243,2006-10-27,12024.78
4244,2006-10-30,12050.23
4245,2006-10-31,11986.84
4246,2006-11-01,11972.99
4247,2006-11-02,11938.89
4248,2006-11-03,11928.97
4249,2006-11-06,11973.23
4250,2006-11-07,12065.2
4251,2006-11-08,12051.6
4252,2006-11-09,12039.59
4253,2006-11-10,12074.01
4254,2006-11-13,12084.89
4255,2006-11-14,12051.68
4256,2006-11-15,12156.37
4257,2006-11-16,12204.0
4258,2006-11-17,12278.2
4259,2006-11-20,12257.34
4260,2006-11-21,12233.94
4261,2006-11-22,12238.43
4262,2006-11-24,12219.28
4263,2006-11-27,12079.01
4264,2006-11-28,12073.4
4265,2006-11-29,12119.7
4266,2006-11-30,12118.42
4267,2006-12-01,12070.52
4268,2006-12-04,12149.27
4269,2006-12-05,12218.24
4270,2006-12-06,12239.95
4271,2006-12-07,12233.06
4272,2006-12-08,12243.31
4273,2006-12-11,12245.32
4274,2006-12-12,12222.65
4275,2006-12-13,12263.19
4276,2006-12-14,12271.44
4277,2006-12-15,12377.35
4278,2006-12-18,12372.3
4279,2006-12-19,12348.5
4280,2006-12-20,12393.45
4281,2006-12-21,12369.97
4282,2006-12-22,12341.77
4283,2006-12-26,12301.4
4284,2006-12-27,12407.62
4285,2006-12-28,12440.23
4286,2006-12-29,12423.81
4287,2007-01-03,12373.82
4288,2007-01-04,12405.47
4289,2007-01-05,12326.79
4290,2007-01-08,12337.53
4291,2007-01-09,12337.85
4292,2007-01-10,12313.01
4293,2007-01-11,12413.72
4294,2007-01-12,12432.3
4295,2007-01-16,12489.9
4296,2007-01-17,12550.95
4297,2007-01-18,12487.9
4298,2007-01-19,12462.5
4299,2007-01-22,12389.68
4300,2007-01-23,12467.96
4301,2007-01-24,12489.98
4302,2007-01-25,12461.54
4303,2007-01-26,12391.44
4304,2007-01-29,12422.93
4305,2007-01-30,12463.07
4306,2007-01-31,12461.3
4307,2007-02-01,12563.85
4308,2007-02-02,12582.99
4309,2007-02-05,12630.5
4310,2007-02-06,12586.44
4311,2007-02-07,12589.56
4312,2007-02-08,12576.59
4313,2007-02-09,12518.58
4314,2007-02-12,12536.77
4315,2007-02-13,12549.19
4316,2007-02-14,12623.21
4317,2007-02-15,12681.85
4318,2007-02-16,12685.86
4319,2007-02-20,12675.04
4320,2007-02-21,12662.79
4321,2007-02-22,12621.93
4322,2007-02-23,12578.51
4323,2007-02-26,12562.72
4324,2007-02-27,12078.85
4325,2007-02-28,12122.03
4326,2007-03-01,11996.17
4327,2007-03-02,12064.91
4328,2007-03-05,11973.58
4329,2007-03-06,12051.17
4330,2007-03-07,12122.11
4331,2007-03-08,12183.79
4332,2007-03-09,12200.62
4333,2007-03-12,12205.58
4334,2007-03-13,12049.85
4335,2007-03-14,11926.79
4336,2007-03-15,12060.1
4337,2007-03-16,12053.05
4338,2007-03-19,12110.41
4339,2007-03-20,12172.66
4340,2007-03-21,12220.49
4341,2007-03-22,12364.21
4342,2007-03-23,12396.89
4343,2007-03-26,12339.53
4344,2007-03-27,12336.89
4345,2007-03-28,12234.5
4346,2007-03-29,12251.89
4347,2007-03-30,12237.87
4348,2007-04-02,12284.54
4349,2007-04-03,12378.94
4350,2007-04-04,12444.55
4351,2007-04-05,12501.25
4352,2007-04-09,12505.83
4353,2007-04-10,12496.48
4354,2007-04-11,12432.53
4355,2007-04-12,12407.5
4356,2007-04-13,12504.04
4357,2007-04-16,12596.36
4358,2007-04-17,12669.5
4359,2007-04-18,12691.2
4360,2007-04-19,12677.47
4361,2007-04-20,12811.15
4362,2007-04-23,12867.96
4363,2007-04-24,12845.12
4364,2007-04-25,12929.8
4365,2007-04-26,13016.43
4366,2007-04-27,13002.37
4367,2007-04-30,13003.91
4368,2007-05-01,12993.02
4369,2007-05-02,13105.34
4370,2007-05-03,13131.42
4371,2007-05-04,13176.61
4372,2007-05-07,13218.87
4373,2007-05-08,13192.45
4374,2007-05-09,13229.92
4375,2007-05-10,13161.08
4376,2007-05-11,13192.62
4377,2007-05-14,13265.02
4378,2007-05-15,13302.65
4379,2007-05-16,13325.49
4380,2007-05-17,13384.89
4381,2007-05-18,13454.46
4382,2007-05-21,13473.31
4383,2007-05-22,13466.57
4384,2007-05-23,13476.72
4385,2007-05-24,13391.56
4386,2007-05-25,13410.0
4387,2007-05-29,13428.86
4388,2007-05-30,13403.26
4389,2007-05-31,13564.49
4390,2007-06-01,13562.54
4391,2007-06-04,13575.14
4392,2007-06-05,13523.7
4393,2007-06-06,13403.1
4394,2007-06-07,13236.34
4395,2007-06-08,13207.73
4396,2007-06-11,13335.16
4397,2007-06-12,13264.05
4398,2007-06-13,13287.62
4399,2007-06-14,13444.07
4400,2007-06-15,13556.65
4401,2007-06-18,13560.15
4402,2007-06-19,13527.14
4403,2007-06-20,13469.43
4404,2007-06-21,13368.79
4405,2007-06-22,13323.51
4406,2007-06-25,13273.68
4407,2007-06-26,13272.79
4408,2007-06-27,13205.08
4409,2007-06-28,13342.05
4410,2007-06-29,13291.32
4411,2007-07-02,13406.59
4412,2007-07-03,13531.83
4413,2007-07-05,13459.84
4414,2007-07-06,13501.54
4415,2007-07-09,13563.89
4416,2007-07-10,13463.57
4417,2007-07-11,13435.45
4418,2007-07-12,13579.33
4419,2007-07-13,13784.83
4420,2007-07-16,13834.33
4421,2007-07-17,13880.67
4422,2007-07-18,13768.73
4423,2007-07-19,13860.18
4424,2007-07-20,13745.65
4425,2007-07-23,13819.54
4426,2007-07-24,13661.51
4427,2007-07-25,13607.7
4428,2007-07-26,13307.74
4429,2007-07-27,13228.57
4430,2007-07-30,13143.87
4431,2007-07-31,13182.15
4432,2007-08-01,13041.77
4433,2007-08-02,13272.79
4434,2007-08-03,13156.79
4435,2007-08-06,13077.05
4436,2007-08-07,13282.38
4437,2007-08-08,13386.92
4438,2007-08-09,13196.05
4439,2007-08-10,12958.04
4440,2007-08-13,13163.54
4441,2007-08-14,12974.3
4442,2007-08-15,12800.83
4443,2007-08-16,12455.92
4444,2007-08-17,12847.24
4445,2007-08-20,12938.77
4446,2007-08-21,12975.68
4447,2007-08-22,13075.34
4448,2007-08-23,13127.69
4449,2007-08-24,13174.27
4450,2007-08-27,13248.32
4451,2007-08-28,13024.29
4452,2007-08-29,13020.63
4453,2007-08-30,13126.39
4454,2007-08-31,13240.84
4455,2007-09-04,13248.57
4456,2007-09-05,13203.86
4457,2007-09-06,13217.11
4458,2007-09-07,13059.16
4459,2007-09-10,12992.02
4460,2007-09-11,13124.68
4461,2007-09-12,13195.4
4462,2007-09-13,13292.38
4463,2007-09-14,13273.68
4464,2007-09-17,13306.69
4465,2007-09-18,13379.68
4466,2007-09-19,13689.8
4467,2007-09-20,13680.21
4468,2007-09-21,13740.61
4469,2007-09-24,13702.89
4470,2007-09-25,13629.16
4471,2007-09-26,13741.26
4472,2007-09-27,13811.17
4473,2007-09-28,13802.96
4474,2007-10-01,13869.86
4475,2007-10-02,13951.72
4476,2007-10-03,13883.43
4477,2007-10-04,13894.98
4478,2007-10-05,13965.05
4479,2007-10-08,13747.41
4480,2007-10-09,13980.9
4481,2007-10-10,13963.26
4482,2007-10-11,13917.82
4483,2007-10-12,13949.85
4484,2007-10-15,13877.82
4485,2007-10-16,13810.68
4486,2007-10-17,13738.66
4487,2007-10-18,13746.22
4488,2007-10-19,13478.94
4489,2007-10-22,13337.9
4490,2007-10-23,13494.95
4491,2007-10-24,13423.74
4492,2007-10-25,13471.87
4493,2007-10-26,13622.01
4494,2007-10-29,13748.33
4495,2007-10-30,13719.8
4496,2007-10-31,13711.59
4497,2007-11-01,13522.75
4498,2007-11-02,13381.64
4499,2007-11-05,13393.67
4500,2007-11-06,13460.73
4501,2007-11-07,13269.46
4502,2007-11-08,13001.93
4503,2007-11-09,12920.65
4504,2007-11-12,12910.4
4505,2007-11-13,12975.11
4506,2007-11-14,13159.88
4507,2007-11-15,13007.95
4508,2007-11-16,12987.22
4509,2007-11-19,12871.14
4510,2007-11-20,12800.74
4511,2007-11-21,12725.39
4512,2007-11-23,12796.29
4513,2007-11-26,12707.26
4514,2007-11-27,12711.98
4515,2007-11-28,12958.04
4516,2007-11-29,13150.21
4517,2007-11-30,13225.32
4518,2007-12-03,13207.6
4519,2007-12-04,13139.56
4520,2007-12-05,13244.01
4521,2007-12-06,13362.37
4522,2007-12-07,13514.22
4523,2007-12-10,13582.5
4524,2007-12-11,13374.89
4525,2007-12-12,13299.61
4526,2007-12-13,13281.0
4527,2007-12-14,13284.66
4528,2007-12-17,13111.92
4529,2007-12-18,13059.32
4530,2007-12-19,13097.77
4531,2007-12-20,13112.98
4532,2007-12-21,13241.66
4533,2007-12-24,13451.35
4534,2007-12-26,13440.16
4535,2007-12-27,13325.71
4536,2007-12-28,13272.14
4537,2007-12-31,13197.35
4538,2008-01-02,12969.42
4539,2008-01-03,12968.44
4540,2008-01-04,12740.51
4541,2008-01-07,12640.44
4542,2008-01-08,12511.03
4543,2008-01-09,12431.53
4544,2008-01-10,12632.15
4545,2008-01-11,12495.91
4546,2008-01-14,12596.95
4547,2008-01-15,12425.92
4548,2008-01-16,12294.48
4549,2008-01-17,12089.38
4550,2008-01-18,11953.71
4551,2008-01-22,11508.74
4552,2008-01-23,11530.12
4553,2008-01-24,12114.83
4554,2008-01-25,12103.61
4555,2008-01-28,12061.42
4556,2008-01-29,12262.29
4557,2008-01-30,12311.55
4558,2008-01-31,12197.09
4559,2008-02-01,12510.05
4560,2008-02-04,12557.61
4561,2008-02-05,12234.97
4562,2008-02-06,12142.14
4563,2008-02-07,12045.0
4564,2008-02-08,12058.01
4565,2008-02-11,12006.79
4566,2008-02-12,12207.9
4567,2008-02-13,12354.22
4568,2008-02-14,12332.03
4569,2008-02-15,12216.68
4570,2008-02-19,12276.81
4571,2008-02-20,12159.42
4572,2008-02-21,12225.36
4573,2008-02-22,12116.92
4574,2008-02-25,12292.03
4575,2008-02-26,12449.08
4576,2008-02-27,12527.64
4577,2008-02-28,12463.32
4578,2008-02-29,12210.3
4579,2008-03-03,12101.29
4580,2008-03-04,11991.06
4581,2008-03-05,12105.36
4582,2008-03-06,12010.03
4583,2008-03-07,11778.66
4584,2008-03-10,11691.47
4585,2008-03-11,11741.33
4586,2008-03-12,12037.79
4587,2008-03-13,11832.88
4588,2008-03-14,11781.43
4589,2008-03-17,11650.44
4590,2008-03-18,11975.92
4591,2008-03-19,12077.27
4592,2008-03-20,12024.68
4593,2008-03-24,12346.17
4594,2008-03-25,12397.62
4595,2008-03-26,12309.62
4596,2008-03-27,12264.76
4597,2008-03-28,12164.22
4598,2008-03-31,12095.18
4599,2008-04-01,12266.64
4600,2008-04-02,12488.22
4601,2008-04-03,12455.04
4602,2008-04-04,12489.4
4603,2008-04-07,12550.22
4604,2008-04-08,12440.55
4605,2008-04-09,12416.53
4606,2008-04-10,12447.96
4607,2008-04-11,12280.89
4608,2008-04-14,12208.42
4609,2008-04-15,12223.97
4610,2008-04-16,12371.51
4611,2008-04-17,12472.71
4612,2008-04-18,12626.76
4613,2008-04-21,12666.08
4614,2008-04-22,12604.53
4615,2008-04-23,12627.0
4616,2008-04-24,12651.51
4617,2008-04-25,12703.7
4618,2008-04-28,12791.55
4619,2008-04-29,12737.82
4620,2008-04-30,12746.45
4621,2008-05-01,12721.94
4622,2008-05-02,12931.35
4623,2008-05-05,12896.5
4624,2008-05-06,12817.53
4625,2008-05-07,12756.14
4626,2008-05-08,12727.56
4627,2008-05-09,12648.09
4628,2008-05-12,12746.36
4629,2008-05-13,12716.16
4630,2008-05-14,12806.21
4631,2008-05-15,12798.39
4632,2008-05-16,12860.6
4633,2008-05-19,12899.19
4634,2008-05-20,12742.29
4635,2008-05-21,12550.39
4636,2008-05-22,12515.78
4637,2008-05-23,12420.2
4638,2008-05-27,12397.56
4639,2008-05-28,12437.38
4640,2008-05-29,12493.47
4641,2008-05-30,12555.6
4642,2008-06-02,12385.76
4643,2008-06-03,12317.61
4644,2008-06-04,12283.74
4645,2008-06-05,12358.07
4646,2008-06-06,12180.5
4647,2008-06-09,12102.5
4648,2008-06-10,12116.58
4649,2008-06-11,12029.46
4650,2008-06-12,12041.43
4651,2008-06-13,12096.23
4652,2008-06-16,12139.79
4653,2008-06-17,12114.14
4654,2008-06-18,11947.07
4655,2008-06-19,11881.03
4656,2008-06-20,11785.04
4657,2008-06-23,11731.06
4658,2008-06-24,11668.53
4659,2008-06-25,11683.75
4660,2008-06-26,11431.92
4661,2008-06-27,11248.48
4662,2008-06-30,11226.34
4663,2008-07-01,11106.65
4664,2008-07-02,11180.58
4665,2008-07-03,11158.02
4666,2008-07-07,11094.44
4667,2008-07-08,11101.19
4668,2008-07-09,11115.61
4669,2008-07-10,11006.01
4670,2008-07-11,10908.64
4671,2008-07-14,10972.63
4672,2008-07-15,10731.96
4673,2008-07-16,10831.61
4674,2008-07-17,11118.46
4675,2008-07-18,11290.5
4676,2008-07-21,11339.02
4677,2008-07-22,11273.32
4678,2008-07-23,11410.02
4679,2008-07-24,11288.79
4680,2008-07-25,11252.47
4681,2008-07-28,11094.76
4682,2008-07-29,11086.13
4683,2008-07-30,11328.68
4684,2008-07-31,11317.69
4685,2008-08-01,11205.41
4686,2008-08-04,11144.59
4687,2008-08-05,11286.02
4688,2008-08-06,11454.64
4689,2008-08-07,11355.63
4690,2008-08-08,11344.23
4691,2008-08-11,11580.19
4692,2008-08-12,11541.43
4693,2008-08-13,11377.37
4694,2008-08-14,11399.84
4695,2008-08-15,11540.05
4696,2008-08-18,11410.18
4697,2008-08-19,11260.53
4698,2008-08-20,11240.18
4699,2008-08-21,11263.63
4700,2008-08-22,11426.79
4701,2008-08-25,11336.82
4702,2008-08-26,11284.47
4703,2008-08-27,11349.69
4704,2008-08-28,11493.72
4705,2008-08-29,11508.78
4706,2008-09-02,11444.79
4707,2008-09-03,11328.84
4708,2008-09-04,11130.26
4709,2008-09-05,10998.77
4710,2008-09-08,11224.87
4711,2008-09-09,11209.81
4712,2008-09-10,11135.64
4713,2008-09-11,11018.72
4714,2008-09-12,11191.08
4715,2008-09-15,10849.85
4716,2008-09-16,10604.7
4717,2008-09-17,10521.81
4718,2008-09-18,10403.75
4719,2008-09-19,11027.51
4720,2008-09-22,10956.43
4721,2008-09-23,10763.77
4722,2008-09-24,10696.38
4723,2008-09-25,10799.77
4724,2008-09-26,10781.37
4725,2008-09-29,10266.76
